"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0365982528898628,46,190,1.60867826130984,"Regulation of response to biotic stimulus "," http://amigo.geneontology.org/amigo/term/GO:0002831","AT1G07745 AT1G10300 AT1G20160 AT1G30460 AT1G32540 AT1G42540 AT1G53570 AT1G56190 AT1G71220 AT2G15080 AT2G22300 AT2G28290 AT2G42260 AT2G46370 AT3G06110 AT3G14150 AT3G29160 AT3G45430 AT3G51480 AT3G55450 AT3G56410 AT4G00830 AT4G01895 AT4G02195 AT4G04920 AT4G12720 AT4G13040 AT4G14400 AT4G16380 AT4G23570 AT4G25230 AT4G31300 AT4G39830 AT5G13320 AT5G14930 AT5G18610 AT5G20480 AT5G25440 AT5G26240 AT5G35620 AT5G36890 AT5G40440 AT5G45050 AT5G45060 AT5G60410 AT5G66210"
0.0365982528898628,32,119,1.78676723214538,"MRNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006402","AT1G02080 AT1G03457 AT1G11400 AT1G15280 AT1G28260 AT1G31500 AT1G55500 AT1G71770 AT1G79090 AT1G80000 AT2G17970 AT2G25355 AT2G32415 AT3G01540 AT3G03950 AT3G12640 AT3G12990 AT3G13300 AT3G13460 AT3G14080 AT3G17330 AT3G46210 AT3G56860 AT4G00060 AT4G03110 AT4G27490 AT5G07350 AT5G10630 AT5G18230 AT5G19400 AT5G58190 AT5G63120"
0.0370280703605402,56,243,1.53125216499702,"Microtubule-based process "," http://amigo.geneontology.org/amigo/term/GO:0007017","AT1G03780 AT1G11160 AT1G14690 AT1G20060 AT1G20570 AT1G27920 AT1G54510 AT1G61210 AT1G63640 AT1G69230 AT1G72250 AT1G73860 AT1G80245 AT2G20815 AT2G21300 AT2G24070 AT2G28620 AT2G35630 AT2G38160 AT2G41350 AT2G45500 AT3G02180 AT3G05750 AT3G10310 AT3G12020 AT3G16800 AT3G17360 AT3G18530 AT3G20150 AT3G27120 AT3G44200 AT3G44730 AT3G50240 AT3G51150 AT3G51540 AT3G53350 AT4G05190 AT4G18570 AT4G22860 AT4G25190 AT4G38950 AT5G01280 AT5G06670 AT5G10470 AT5G19400 AT5G23720 AT5G23860 AT5G23910 AT5G26910 AT5G27550 AT5G28646 AT5G43160 AT5G44610 AT5G54670 AT5G65460 AT5G66310"
0.0375018211042998,108,534,1.34383968091833,"Response to bacterium "," http://amigo.geneontology.org/amigo/term/GO:0009617","AT1G02205 AT1G02930 AT1G07390 AT1G07745 AT1G08060 AT1G08320 AT1G10170 AT1G10300 AT1G12210 AT1G12220 AT1G16540 AT1G20160 AT1G31280 AT1G31930 AT1G32230 AT1G42540 AT1G43850 AT1G51890 AT1G53570 AT1G53970 AT1G61340 AT1G62660 AT1G65490 AT2G15080 AT2G22300 AT2G27080 AT2G32700 AT2G32800 AT2G39730 AT2G41430 AT2G42260 AT2G43120 AT2G43690 AT2G43700 AT2G43710 AT2G46370 AT2G46440 AT2G46450 AT2G47730 AT3G01480 AT3G01500 AT3G07525 AT3G10490 AT3G14150 AT3G14210 AT3G14420 AT3G15020 AT3G44670 AT3G45430 AT3G48090 AT3G50950 AT3G51480 AT3G55450 AT3G56710 AT3G57750 AT3G59730 AT4G00830 AT4G00990 AT4G05200 AT4G12010 AT4G12720 AT4G13040 AT4G14400 AT4G16890 AT4G23100 AT4G23130 AT4G23160 AT4G23180 AT4G23190 AT4G23230 AT4G23250 AT4G23260 AT4G23270 AT4G23310 AT4G23320 AT4G24180 AT4G24230 AT4G26070 AT4G26120 AT4G31550 AT4G31750 AT4G31800 AT4G33300 AT4G33925 AT4G35450 AT4G36690 AT5G02310 AT5G06740 AT5G09230 AT5G13290 AT5G13320 AT5G14930 AT5G18610 AT5G20480 AT5G25440 AT5G36890 AT5G40440 AT5G44030 AT5G45050 AT5G45060 AT5G46330 AT5G56030 AT5G59270 AT5G61420 AT5G63970 AT5G65210 AT5G66210 AT5G67385"
0.0375018211042998,10,22,3.02024574751847,"Actin filament-based movement "," http://amigo.geneontology.org/amigo/term/GO:0030048","AT1G08730 AT2G20290 AT2G31900 AT2G33240 AT3G19960 AT3G58160 AT5G10470 AT5G20490 AT5G54280 AT5G65460"
0.0375018211042998,49,207,1.57286227817629,"Regulation of immune system process "," http://amigo.geneontology.org/amigo/term/GO:0002682","AT1G07745 AT1G10300 AT1G20160 AT1G30460 AT1G32540 AT1G42540 AT1G53570 AT1G56190 AT1G71220 AT2G15080 AT2G22300 AT2G28290 AT2G42260 AT2G46370 AT3G06110 AT3G14150 AT3G29160 AT3G45430 AT3G50950 AT3G51480 AT3G55450 AT3G56410 AT3G57750 AT4G00830 AT4G01895 AT4G02195 AT4G04920 AT4G12720 AT4G13040 AT4G14400 AT4G16380 AT4G23570 AT4G25230 AT4G31300 AT4G39830 AT5G13320 AT5G14930 AT5G18610 AT5G20480 AT5G25440 AT5G26240 AT5G35580 AT5G35620 AT5G36890 AT5G40440 AT5G45050 AT5G45060 AT5G60410 AT5G66210"
0.0375018211042998,7,12,3.87598204264871,"Sphingoid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046520","AT1G07380 AT2G38010 AT3G48790 AT4G21534 AT4G21540 AT4G36480 AT5G23450"
0.0375018211042998,210,1135,1.22938637476082,"Positive regulation of cellular process "," http://amigo.geneontology.org/amigo/term/GO:0048522","AT1G01100 AT1G02080 AT1G03190 AT1G03780 AT1G05880 AT1G06230 AT1G07350 AT1G10430 AT1G11130 AT1G12290 AT1G13460 AT1G15780 AT1G15870 AT1G16060 AT1G16490 AT1G18750 AT1G19790 AT1G20870 AT1G24260 AT1G25250 AT1G27370 AT1G27630 AT1G28520 AT1G30460 AT1G31500 AT1G32540 AT1G34180 AT1G43850 AT1G52400 AT1G53050 AT1G53300 AT1G54360 AT1G54610 AT1G55350 AT1G55500 AT1G55830 AT1G55970 AT1G56190 AT1G60430 AT1G63206 AT1G65440 AT1G65470 AT1G66810 AT1G68130 AT1G69540 AT1G71770 AT1G75500 AT1G76440 AT1G79090 AT1G79180 AT1G79580 AT1G80720 AT2G01450 AT2G01940 AT2G02070 AT2G02080 AT2G03710 AT2G05100 AT2G05210 AT2G14045 AT2G15570 AT2G16365 AT2G16900 AT2G17770 AT2G18060 AT2G18120 AT2G20410 AT2G22540 AT2G22850 AT2G24530 AT2G25355 AT2G26150 AT2G26300 AT2G26590 AT2G27350 AT2G28290 AT2G28930 AT2G30340 AT2G31300 AT2G31580 AT2G32460 AT2G32700 AT2G33385 AT2G34150 AT2G36010 AT2G36720 AT2G40340 AT2G40430 AT2G41070 AT2G41460 AT2G42830 AT2G42890 AT2G45050 AT2G46830 AT3G01085 AT3G02310 AT3G03950 AT3G05090 AT3G05860 AT3G05870 AT3G06530 AT3G07525 AT3G08720 AT3G09600 AT3G11440 AT3G12990 AT3G13460 AT3G14080 AT3G14990 AT3G15030 AT3G15120 AT3G16320 AT3G17330 AT3G20470 AT3G26744 AT3G27690 AT3G27700 AT3G30350 AT3G48090 AT3G48160 AT3G48360 AT3G49590 AT3G52100 AT3G54350 AT3G57230 AT3G58780 AT4G00830 AT4G02640 AT4G03110 AT4G04320 AT4G04920 AT4G08320 AT4G09960 AT4G10710 AT4G12610 AT4G15090 AT4G16420 AT4G18390 AT4G18600 AT4G19560 AT4G19670 AT4G20310 AT4G22860 AT4G22950 AT4G25230 AT4G25560 AT4G26810 AT4G27410 AT4G29230 AT4G30200 AT4G31390 AT4G32250 AT4G32730 AT4G32970 AT4G33260 AT4G34000 AT4G35785 AT4G36740 AT4G37940 AT5G01730 AT5G02520 AT5G04940 AT5G06100 AT5G06950 AT5G07350 AT5G09410 AT5G09790 AT5G11510 AT5G12330 AT5G13320 AT5G13530 AT5G13660 AT5G13790 AT5G13840 AT5G14960 AT5G15070 AT5G18230 AT5G18410 AT5G18620 AT5G19310 AT5G19480 AT5G20220 AT5G23040 AT5G24120 AT5G24630 AT5G40850 AT5G41790 AT5G41910 AT5G42920 AT5G44290 AT5G45190 AT5G47490 AT5G47700 AT5G47710 AT5G48630 AT5G49470 AT5G51870 AT5G55390 AT5G55690 AT5G58190 AT5G61010 AT5G61670 AT5G62090 AT5G62165 AT5G62380 AT5G63760 AT5G64220 AT5G64360 AT5G66080 AT5G66350"
0.0375018211042998,49,207,1.57286227817629,"Regulation of immune response "," http://amigo.geneontology.org/amigo/term/GO:0050776","AT1G07745 AT1G10300 AT1G20160 AT1G30460 AT1G32540 AT1G42540 AT1G53570 AT1G56190 AT1G71220 AT2G15080 AT2G22300 AT2G28290 AT2G42260 AT2G46370 AT3G06110 AT3G14150 AT3G29160 AT3G45430 AT3G50950 AT3G51480 AT3G55450 AT3G56410 AT3G57750 AT4G00830 AT4G01895 AT4G02195 AT4G04920 AT4G12720 AT4G13040 AT4G14400 AT4G16380 AT4G23570 AT4G25230 AT4G31300 AT4G39830 AT5G13320 AT5G14930 AT5G18610 AT5G20480 AT5G25440 AT5G26240 AT5G35580 AT5G35620 AT5G36890 AT5G40440 AT5G45050 AT5G45060 AT5G60410 AT5G66210"
0.0375018211042998,10,22,3.02024574751847,"Actin filament-based transport "," http://amigo.geneontology.org/amigo/term/GO:0099515","AT1G08730 AT2G20290 AT2G31900 AT2G33240 AT3G19960 AT3G58160 AT5G10470 AT5G20490 AT5G54280 AT5G65460"
0.0377928812900533,73,337,1.43932186068685,"Negative regulation of cellular macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:2000113","AT1G02080 AT1G03770 AT1G05420 AT1G09050 AT1G20330 AT1G23810 AT1G24230 AT1G31500 AT1G33240 AT1G43850 AT1G55500 AT1G59750 AT1G59890 AT1G68840 AT1G71770 AT1G74660 AT1G75080 AT1G75380 AT1G79090 AT1G79960 AT2G05210 AT2G22540 AT2G25170 AT2G25355 AT2G27350 AT2G27840 AT2G30424 AT2G32550 AT2G32700 AT2G34010 AT2G34780 AT2G36010 AT2G46790 AT2G46830 AT2G47210 AT3G01790 AT3G02860 AT3G03950 AT3G09370 AT3G10480 AT3G10490 AT3G12990 AT3G13460 AT3G14080 AT3G17330 AT3G19580 AT3G26744 AT3G29575 AT3G44750 AT3G48160 AT3G52100 AT4G03090 AT4G13850 AT4G14550 AT4G20400 AT4G24800 AT4G26630 AT4G32730 AT5G02320 AT5G06250 AT5G06950 AT5G09790 AT5G13240 AT5G13790 AT5G14960 AT5G18230 AT5G20510 AT5G36740 AT5G48760 AT5G52910 AT5G58190 AT5G62090 AT5G63320"
0.0406188556996097,73,338,1.43506351198659,"Negative regulation of macromolecule biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0010558","AT1G02080 AT1G03770 AT1G05420 AT1G09050 AT1G20330 AT1G23810 AT1G24230 AT1G31500 AT1G33240 AT1G43850 AT1G55500 AT1G59750 AT1G59890 AT1G68840 AT1G71770 AT1G74660 AT1G75080 AT1G75380 AT1G79090 AT1G79960 AT2G05210 AT2G22540 AT2G25170 AT2G25355 AT2G27350 AT2G27840 AT2G30424 AT2G32550 AT2G32700 AT2G34010 AT2G34780 AT2G36010 AT2G46790 AT2G46830 AT2G47210 AT3G01790 AT3G02860 AT3G03950 AT3G09370 AT3G10480 AT3G10490 AT3G12990 AT3G13460 AT3G14080 AT3G17330 AT3G19580 AT3G26744 AT3G29575 AT3G44750 AT3G48160 AT3G52100 AT4G03090 AT4G13850 AT4G14550 AT4G20400 AT4G24800 AT4G26630 AT4G32730 AT5G02320 AT5G06250 AT5G06950 AT5G09790 AT5G13240 AT5G13790 AT5G14960 AT5G18230 AT5G20510 AT5G36740 AT5G48760 AT5G52910 AT5G58190 AT5G62090 AT5G63320"
0.0438830838427445,112,560,1.32890812890813,"Reproductive shoot system development "," http://amigo.geneontology.org/amigo/term/GO:0090567","AT1G01040 AT1G03457 AT1G05230 AT1G08320 AT1G09230 AT1G10670 AT1G11130 AT1G11870 AT1G17920 AT1G19270 AT1G19850 AT1G24260 AT1G25250 AT1G26260 AT1G30970 AT1G43850 AT1G60800 AT1G63700 AT1G65620 AT1G67260 AT1G68130 AT1G68480 AT1G69935 AT1G72560 AT1G75080 AT1G77080 AT1G79280 AT2G01940 AT2G03710 AT2G15530 AT2G21540 AT2G22540 AT2G23140 AT2G23380 AT2G24790 AT2G25840 AT2G28290 AT2G30120 AT2G31220 AT2G32700 AT2G41670 AT2G42830 AT2G43410 AT2G45190 AT3G02130 AT3G02260 AT3G02310 AT3G10480 AT3G10490 AT3G11440 AT3G20810 AT3G24880 AT3G27810 AT3G49500 AT3G57230 AT3G58780 AT3G62300 AT3G63530 AT4G00830 AT4G02560 AT4G03090 AT4G03110 AT4G09960 AT4G15415 AT4G18570 AT4G19180 AT4G20400 AT4G22950 AT4G23100 AT4G30200 AT4G35080 AT4G36920 AT4G37710 AT4G39100 AT5G02600 AT5G05560 AT5G06100 AT5G07180 AT5G08335 AT5G10510 AT5G12330 AT5G13290 AT5G13480 AT5G13790 AT5G15840 AT5G20490 AT5G23320 AT5G24860 AT5G27220 AT5G27230 AT5G40350 AT5G42400 AT5G45190 AT5G46880 AT5G49160 AT5G50670 AT5G51870 AT5G55390 AT5G56030 AT5G59570 AT5G60410 AT5G60800 AT5G61850 AT5G62090 AT5G62165 AT5G62640 AT5G64360 AT5G64390 AT5G65060 AT5G65700 AT5G66350 AT5G67440"
0.0447018143366163,124,630,1.30781434908419,"Positive regulation of nucleobase-containing compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045935","AT1G02080 AT1G03190 AT1G07350 AT1G15780 AT1G16490 AT1G18750 AT1G19790 AT1G20870 AT1G24260 AT1G27370 AT1G27630 AT1G28520 AT1G31500 AT1G34180 AT1G43850 AT1G53050 AT1G54360 AT1G54610 AT1G55500 AT1G55970 AT1G63206 AT1G65440 AT1G66810 AT1G69540 AT1G71770 AT1G76440 AT1G79090 AT1G79180 AT2G02070 AT2G02080 AT2G03710 AT2G05210 AT2G14045 AT2G16365 AT2G17770 AT2G18120 AT2G20410 AT2G22540 AT2G22850 AT2G24530 AT2G25355 AT2G26150 AT2G27350 AT2G28290 AT2G30340 AT2G32460 AT2G32700 AT2G36010 AT2G36720 AT2G40340 AT2G41070 AT2G41460 AT2G42830 AT2G45050 AT2G46830 AT3G01085 AT3G02310 AT3G03950 AT3G05860 AT3G06530 AT3G09600 AT3G11440 AT3G12990 AT3G13460 AT3G14080 AT3G15030 AT3G15120 AT3G17330 AT3G26744 AT3G48160 AT3G48360 AT3G52100 AT3G54350 AT3G57230 AT3G58780 AT4G00830 AT4G02640 AT4G09960 AT4G10710 AT4G12610 AT4G15090 AT4G16420 AT4G18390 AT4G19560 AT4G20310 AT4G22950 AT4G25560 AT4G26810 AT4G27410 AT4G29230 AT4G32730 AT4G32970 AT4G34000 AT4G35785 AT4G36740 AT4G37940 AT5G04940 AT5G06100 AT5G06950 AT5G09410 AT5G09790 AT5G11510 AT5G12330 AT5G13660 AT5G13790 AT5G14960 AT5G18230 AT5G19310 AT5G19480 AT5G24120 AT5G41910 AT5G42920 AT5G44290 AT5G45190 AT5G48630 AT5G51870 AT5G55690 AT5G58190 AT5G62090 AT5G62165 AT5G62380 AT5G64220 AT5G64360 AT5G66350"
0.0461637044965456,34,132,1.71147259026047,"Protein methylation "," http://amigo.geneontology.org/amigo/term/GO:0006479","AT1G01920 AT1G04050 AT1G05830 AT1G45248 AT2G22740 AT2G23380 AT2G23740 AT2G27350 AT2G35160 AT2G40020 AT3G04380 AT3G09670 AT3G13440 AT3G20810 AT3G48330 AT3G55080 AT3G56570 AT4G00830 AT4G13460 AT4G17410 AT4G20130 AT4G20400 AT4G30200 AT5G04940 AT5G06620 AT5G08335 AT5G09790 AT5G23320 AT5G42400 AT5G43990 AT5G44450 AT5G50240 AT5G55390 AT5G63080"
0.0461637044965456,60,269,1.48205367536223,"RNA splicing, via transesterification reactions "," http://amigo.geneontology.org/amigo/term/GO:0000375","AT1G02840 AT1G06960 AT1G07350 AT1G09140 AT1G09230 AT1G13350 AT1G20920 AT1G20960 AT1G23860 AT1G28060 AT1G30460 AT1G44910 AT1G54385 AT1G55310 AT1G66510 AT2G17530 AT2G21660 AT2G38610 AT2G41500 AT2G42330 AT2G42890 AT2G43410 AT2G46610 AT3G03970 AT3G07860 AT3G08620 AT3G14700 AT3G18610 AT3G19670 AT3G27550 AT3G50670 AT3G54230 AT4G02430 AT4G11970 AT4G22350 AT4G24500 AT4G26480 AT4G33360 AT4G34140 AT4G35500 AT4G35785 AT4G36690 AT4G39260 AT5G17440 AT5G18810 AT5G19210 AT5G26742 AT5G27270 AT5G37370 AT5G41690 AT5G45990 AT5G46400 AT5G51410 AT5G55100 AT5G56900 AT5G62290 AT5G62640 AT5G63370 AT5G64200 AT5G64270"
0.0461637044965456,60,269,1.48205367536223,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile "," http://amigo.geneontology.org/amigo/term/GO:0000377","AT1G02840 AT1G06960 AT1G07350 AT1G09140 AT1G09230 AT1G13350 AT1G20920 AT1G20960 AT1G23860 AT1G28060 AT1G30460 AT1G44910 AT1G54385 AT1G55310 AT1G66510 AT2G17530 AT2G21660 AT2G38610 AT2G41500 AT2G42330 AT2G42890 AT2G43410 AT2G46610 AT3G03970 AT3G07860 AT3G08620 AT3G14700 AT3G18610 AT3G19670 AT3G27550 AT3G50670 AT3G54230 AT4G02430 AT4G11970 AT4G22350 AT4G24500 AT4G26480 AT4G33360 AT4G34140 AT4G35500 AT4G35785 AT4G36690 AT4G39260 AT5G17440 AT5G18810 AT5G19210 AT5G26742 AT5G27270 AT5G37370 AT5G41690 AT5G45990 AT5G46400 AT5G51410 AT5G55100 AT5G56900 AT5G62290 AT5G62640 AT5G63370 AT5G64200 AT5G64270"
0.0461637044965456,34,132,1.71147259026047,"Protein alkylation "," http://amigo.geneontology.org/amigo/term/GO:0008213","AT1G01920 AT1G04050 AT1G05830 AT1G45248 AT2G22740 AT2G23380 AT2G23740 AT2G27350 AT2G35160 AT2G40020 AT3G04380 AT3G09670 AT3G13440 AT3G20810 AT3G48330 AT3G55080 AT3G56570 AT4G00830 AT4G13460 AT4G17410 AT4G20130 AT4G20400 AT4G30200 AT5G04940 AT5G06620 AT5G08335 AT5G09790 AT5G23320 AT5G42400 AT5G43990 AT5G44450 AT5G50240 AT5G55390 AT5G63080"
0.0477529926522109,83,397,1.38916089042034,"DNA repair "," http://amigo.geneontology.org/amigo/term/GO:0006281","AT1G01880 AT1G03190 AT1G07745 AT1G08600 AT1G08840 AT1G14400 AT1G14750 AT1G18090 AT1G19025 AT1G19485 AT1G21690 AT1G31360 AT1G34770 AT1G35530 AT1G48580 AT1G49980 AT1G50840 AT1G53025 AT1G65070 AT1G65470 AT1G78810 AT1G80810 AT2G02480 AT2G07690 AT2G16900 AT2G18760 AT2G22260 AT2G31865 AT2G31870 AT2G41460 AT2G47210 AT3G10010 AT3G10605 AT3G12530 AT3G13170 AT3G13782 AT3G22880 AT3G23100 AT3G23255 AT3G24320 AT3G26680 AT3G27120 AT3G28030 AT3G48190 AT3G48670 AT3G48900 AT3G52630 AT3G61420 AT4G00380 AT4G02390 AT4G02460 AT4G10710 AT4G17020 AT4G23440 AT4G24790 AT4G26630 AT4G29170 AT4G31150 AT4G31880 AT4G32970 AT4G33925 AT4G34060 AT4G35520 AT4G35740 AT4G36080 AT4G37010 AT5G01780 AT5G05490 AT5G16630 AT5G24280 AT5G27680 AT5G40820 AT5G40840 AT5G41150 AT5G44740 AT5G44750 AT5G46280 AT5G48120 AT5G49110 AT5G52910 AT5G54260 AT5G57160 AT5G65740"
0.0502320574762927,46,195,1.56743010076343,"Regulation of response to external stimulus "," http://amigo.geneontology.org/amigo/term/GO:0032101","AT1G07745 AT1G10300 AT1G20160 AT1G30460 AT1G32540 AT1G42540 AT1G53570 AT1G56190 AT1G71220 AT2G15080 AT2G22300 AT2G28290 AT2G42260 AT2G46370 AT3G06110 AT3G14150 AT3G29160 AT3G45430 AT3G51480 AT3G55450 AT3G56410 AT4G00830 AT4G01895 AT4G02195 AT4G04920 AT4G12720 AT4G13040 AT4G14400 AT4G16380 AT4G23570 AT4G25230 AT4G31300 AT4G39830 AT5G13320 AT5G14930 AT5G18610 AT5G20480 AT5G25440 AT5G26240 AT5G35620 AT5G36890 AT5G40440 AT5G45050 AT5G45060 AT5G60410 AT5G66210"
0.0513657470984157,11,27,2.70703507740545,"Ceramide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006672","AT1G07380 AT1G13580 AT1G26200 AT2G19880 AT2G29525 AT2G37940 AT2G38010 AT3G25540 AT3G48790 AT4G36480 AT5G49900"
0.0514214916679298,109,547,1.32404923264155,"Flower development "," http://amigo.geneontology.org/amigo/term/GO:0009908","AT1G01040 AT1G03457 AT1G05230 AT1G08320 AT1G10670 AT1G11130 AT1G11870 AT1G17920 AT1G19270 AT1G19850 AT1G24260 AT1G25250 AT1G26260 AT1G30970 AT1G43850 AT1G60800 AT1G65620 AT1G67260 AT1G68130 AT1G68480 AT1G69935 AT1G72560 AT1G75080 AT1G77080 AT1G79280 AT2G01940 AT2G03710 AT2G15530 AT2G21540 AT2G22540 AT2G23140 AT2G23380 AT2G24790 AT2G25840 AT2G28290 AT2G30120 AT2G31220 AT2G32700 AT2G41670 AT2G42830 AT2G43410 AT2G45190 AT3G02130 AT3G02310 AT3G10480 AT3G10490 AT3G11440 AT3G20810 AT3G24880 AT3G27810 AT3G49500 AT3G57230 AT3G58780 AT3G62300 AT3G63530 AT4G00830 AT4G02560 AT4G03090 AT4G03110 AT4G09960 AT4G15415 AT4G18570 AT4G19180 AT4G20400 AT4G22950 AT4G23100 AT4G30200 AT4G35080 AT4G36920 AT4G37710 AT4G39100 AT5G02600 AT5G05560 AT5G06100 AT5G07180 AT5G08335 AT5G10510 AT5G12330 AT5G13290 AT5G13480 AT5G13790 AT5G15840 AT5G20490 AT5G23320 AT5G24860 AT5G27220 AT5G27230 AT5G40350 AT5G42400 AT5G45190 AT5G46880 AT5G49160 AT5G50670 AT5G51870 AT5G55390 AT5G56030 AT5G59570 AT5G60410 AT5G60800 AT5G61850 AT5G62090 AT5G62165 AT5G62640 AT5G64360 AT5G64390 AT5G65060 AT5G65700 AT5G66350 AT5G67440"
0.0540903089539193,46,196,1.5594330084126,"Peptidyl-lysine modification "," http://amigo.geneontology.org/amigo/term/GO:0018205","AT1G01920 AT1G04050 AT1G05830 AT1G09060 AT1G10570 AT1G45248 AT1G54360 AT1G55970 AT1G73910 AT1G79280 AT2G22740 AT2G23380 AT2G23740 AT2G27350 AT2G31600 AT2G35160 AT2G40020 AT2G44430 AT2G47210 AT3G04380 AT3G09600 AT3G09670 AT3G14980 AT3G20810 AT3G24880 AT3G27460 AT3G49400 AT3G54350 AT3G55080 AT3G56570 AT4G00830 AT4G13460 AT4G16420 AT4G20130 AT4G30200 AT4G33620 AT4G39100 AT5G04670 AT5G04940 AT5G06620 AT5G09230 AT5G09790 AT5G42400 AT5G43990 AT5G55390 AT5G60410"
0.0548522384357628,285,1606,1.17913703841475,"Post-embryonic development "," http://amigo.geneontology.org/amigo/term/GO:0009791","AT1G01040 AT1G01060 AT1G03060 AT1G03457 AT1G05230 AT1G05830 AT1G07420 AT1G07890 AT1G08300 AT1G08320 AT1G09230 AT1G09530 AT1G10270 AT1G10390 AT1G10470 AT1G10570 AT1G10670 AT1G11130 AT1G11870 AT1G14400 AT1G14440 AT1G15520 AT1G16060 AT1G17920 AT1G19270 AT1G19850 AT1G20160 AT1G20960 AT1G24260 AT1G25250 AT1G26260 AT1G28060 AT1G28520 AT1G28560 AT1G30970 AT1G31880 AT1G32230 AT1G32610 AT1G33240 AT1G34120 AT1G43620 AT1G43850 AT1G48510 AT1G54060 AT1G55180 AT1G55350 AT1G55540 AT1G59660 AT1G60800 AT1G60940 AT1G63700 AT1G64990 AT1G65440 AT1G65620 AT1G66330 AT1G67260 AT1G68130 AT1G68240 AT1G68480 AT1G69935 AT1G72490 AT1G72560 AT1G74660 AT1G75080 AT1G77000 AT1G77080 AT1G77740 AT1G78600 AT1G79280 AT1G80490 AT2G01940 AT2G02560 AT2G03710 AT2G04030 AT2G14680 AT2G15530 AT2G15890 AT2G16365 AT2G16970 AT2G17500 AT2G17770 AT2G17780 AT2G21150 AT2G21540 AT2G21660 AT2G22250 AT2G22540 AT2G23140 AT2G23380 AT2G24790 AT2G25170 AT2G25840 AT2G26300 AT2G27840 AT2G28290 AT2G29090 AT2G30120 AT2G30340 AT2G30370 AT2G31220 AT2G32390 AT2G32700 AT2G33680 AT2G34090 AT2G34630 AT2G34780 AT2G34830 AT2G35340 AT2G35620 AT2G36120 AT2G37260 AT2G38120 AT2G41260 AT2G41670 AT2G41720 AT2G41945 AT2G42260 AT2G42830 AT2G43010 AT2G43410 AT2G44680 AT2G44900 AT2G45190 AT2G46370 AT2G46830 AT2G47470 AT2G48130 AT3G01500 AT3G02130 AT3G02260 AT3G02280 AT3G02310 AT3G02860 AT3G05090 AT3G06440 AT3G06500 AT3G09600 AT3G10390 AT3G10480 AT3G10490 AT3G11240 AT3G11440 AT3G12140 AT3G13300 AT3G14020 AT3G15030 AT3G16470 AT3G19580 AT3G20070 AT3G20810 AT3G21880 AT3G24560 AT3G24880 AT3G26744 AT3G27810 AT3G44730 AT3G44750 AT3G48330 AT3G49500 AT3G51770 AT3G52150 AT3G57230 AT3G58060 AT3G58780 AT3G62300 AT3G63530 AT4G00060 AT4G00310 AT4G00830 AT4G00990 AT4G02460 AT4G02560 AT4G02570 AT4G02640 AT4G02990 AT4G03090 AT4G03110 AT4G04350 AT4G04920 AT4G09960 AT4G10710 AT4G13345 AT4G13850 AT4G13940 AT4G14550 AT4G14770 AT4G15415 AT4G18390 AT4G18570 AT4G19180 AT4G19960 AT4G20060 AT4G20090 AT4G20400 AT4G21540 AT4G21750 AT4G22950 AT4G23100 AT4G23660 AT4G24660 AT4G24900 AT4G26300 AT4G27490 AT4G28370 AT4G28520 AT4G28860 AT4G28880 AT4G29230 AT4G30200 AT4G32250 AT4G32460 AT4G34460 AT4G35080 AT4G35450 AT4G36480 AT4G36920 AT4G37070 AT4G37580 AT4G37710 AT4G37900 AT4G39100 AT4G39620 AT5G02310 AT5G02600 AT5G03730 AT5G05560 AT5G06100 AT5G06770 AT5G07120 AT5G07180 AT5G08335 AT5G10510 AT5G12330 AT5G12840 AT5G13290 AT5G13480 AT5G13790 AT5G14220 AT5G14850 AT5G15840 AT5G16230 AT5G18620 AT5G19310 AT5G20320 AT5G20490 AT5G22510 AT5G23040 AT5G23320 AT5G24860 AT5G27220 AT5G27230 AT5G40350 AT5G41480 AT5G42400 AT5G45190 AT5G45710 AT5G45830 AT5G46880 AT5G48150 AT5G49160 AT5G49190 AT5G50670 AT5G51870 AT5G53550 AT5G55390 AT5G55490 AT5G56030 AT5G57390 AT5G59570 AT5G60410 AT5G60800 AT5G60870 AT5G61270 AT5G61850 AT5G62090 AT5G62165 AT5G62640 AT5G63080 AT5G64360 AT5G64390 AT5G65060 AT5G65510 AT5G65700 AT5G66350 AT5G67440"
0.0548522384357628,7,13,3.57782957782958,"(1->3)-beta-D-glucan metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006074","AT1G05570 AT1G06490 AT2G31960 AT3G07160 AT3G14570 AT3G59100 AT5G63370"
0.0548522384357628,7,13,3.57782957782958,"(1->3)-beta-D-glucan biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006075","AT1G05570 AT1G06490 AT2G31960 AT3G07160 AT3G14570 AT3G59100 AT5G63370"
