Position,ReadCount,Source,ts,leader5
84,0.0,5leaderP,AT4G36990.1,483
85,0.0,5leaderP,AT4G36990.1,483
86,0.0,5leaderP,AT4G36990.1,483
87,0.0,5leaderP,AT4G36990.1,483
88,0.0,5leaderP,AT4G36990.1,483
89,0.0,5leaderP,AT4G36990.1,483
90,0.0,5leaderP,AT4G36990.1,483
91,0.0,5leaderP,AT4G36990.1,483
92,0.0,5leaderP,AT4G36990.1,483
93,0.0,5leaderP,AT4G36990.1,483
94,0.0,5leaderP,AT4G36990.1,483
95,0.0,5leaderP,AT4G36990.1,483
96,2.5,5leaderP,AT4G36990.1,483
97,0.0,5leaderP,AT4G36990.1,483
98,0.0,5leaderP,AT4G36990.1,483
99,0.0,5leaderP,AT4G36990.1,483
100,0.0,5leaderP,AT4G36990.1,483
101,12.5,5leaderP,AT4G36990.1,483
102,0.0,5leaderP,AT4G36990.1,483
103,0.0,5leaderP,AT4G36990.1,483
104,0.0,5leaderP,AT4G36990.1,483
105,0.0,5leaderP,AT4G36990.1,483
106,2.5,5leaderP,AT4G36990.1,483
107,0.0,5leaderP,AT4G36990.1,483
108,0.0,5leaderP,AT4G36990.1,483
109,0.0,5leaderP,AT4G36990.1,483
110,0.0,5leaderP,AT4G36990.1,483
111,0.0,5leaderP,AT4G36990.1,483
112,0.0,5leaderP,AT4G36990.1,483
113,0.0,5leaderP,AT4G36990.1,483
114,0.0,5leaderP,AT4G36990.1,483
115,0.0,5leaderP,AT4G36990.1,483
116,0.0,5leaderP,AT4G36990.1,483
117,0.0,5leaderP,AT4G36990.1,483
118,0.0,5leaderP,AT4G36990.1,483
119,0.0,5leaderP,AT4G36990.1,483
120,0.0,5leaderP,AT4G36990.1,483
121,0.0,5leaderP,AT4G36990.1,483
122,0.0,5leaderP,AT4G36990.1,483
123,0.0,5leaderP,AT4G36990.1,483
124,0.0,5leaderP,AT4G36990.1,483
125,0.0,5leaderP,AT4G36990.1,483
126,0.0,5leaderP,AT4G36990.1,483
127,0.0,5leaderP,AT4G36990.1,483
128,0.0,5leaderP,AT4G36990.1,483
129,0.0,5leaderP,AT4G36990.1,483
130,0.0,5leaderP,AT4G36990.1,483
131,0.0,5leaderP,AT4G36990.1,483
132,0.0,5leaderP,AT4G36990.1,483
133,0.0,5leaderP,AT4G36990.1,483
134,0.0,5leaderP,AT4G36990.1,483
135,0.0,5leaderP,AT4G36990.1,483
136,0.0,5leaderP,AT4G36990.1,483
137,0.0,5leaderP,AT4G36990.1,483
138,0.0,5leaderP,AT4G36990.1,483
139,0.0,5leaderP,AT4G36990.1,483
140,0.0,5leaderP,AT4G36990.1,483
141,0.0,5leaderP,AT4G36990.1,483
142,0.0,5leaderP,AT4G36990.1,483
143,0.0,5leaderP,AT4G36990.1,483
144,0.0,5leaderP,AT4G36990.1,483
145,0.0,5leaderP,AT4G36990.1,483
146,0.0,5leaderP,AT4G36990.1,483
147,0.0,5leaderP,AT4G36990.1,483
148,0.0,5leaderP,AT4G36990.1,483
149,0.0,5leaderP,AT4G36990.1,483
150,0.0,5leaderP,AT4G36990.1,483
151,0.0,5leaderP,AT4G36990.1,483
152,0.0,5leaderP,AT4G36990.1,483
153,0.0,5leaderP,AT4G36990.1,483
154,0.0,5leaderP,AT4G36990.1,483
155,0.0,5leaderP,AT4G36990.1,483
156,0.0,5leaderP,AT4G36990.1,483
157,0.0,5leaderP,AT4G36990.1,483
158,0.0,5leaderP,AT4G36990.1,483
159,0.0,5leaderP,AT4G36990.1,483
160,0.0,5leaderP,AT4G36990.1,483
161,0.0,5leaderP,AT4G36990.1,483
162,0.0,5leaderP,AT4G36990.1,483
163,0.0,5leaderP,AT4G36990.1,483
164,0.0,5leaderP,AT4G36990.1,483
165,0.0,5leaderP,AT4G36990.1,483
166,0.0,5leaderP,AT4G36990.1,483
167,0.0,5leaderP,AT4G36990.1,483
168,0.0,5leaderP,AT4G36990.1,483
169,0.0,5leaderP,AT4G36990.1,483
170,0.0,5leaderP,AT4G36990.1,483
171,0.0,5leaderP,AT4G36990.1,483
172,0.0,5leaderP,AT4G36990.1,483
173,0.0,5leaderP,AT4G36990.1,483
174,0.0,5leaderP,AT4G36990.1,483
175,0.0,5leaderP,AT4G36990.1,483
176,0.0,5leaderP,AT4G36990.1,483
177,0.0,5leaderP,AT4G36990.1,483
178,0.0,5leaderP,AT4G36990.1,483
179,0.0,5leaderP,AT4G36990.1,483
180,0.0,5leaderP,AT4G36990.1,483
181,0.0,5leaderP,AT4G36990.1,483
182,0.0,5leaderP,AT4G36990.1,483
183,0.0,5leaderP,AT4G36990.1,483
184,0.0,5leaderP,AT4G36990.1,483
185,0.0,5leaderP,AT4G36990.1,483
186,0.0,5leaderP,AT4G36990.1,483
187,0.0,5leaderP,AT4G36990.1,483
188,0.0,5leaderP,AT4G36990.1,483
189,0.0,5leaderP,AT4G36990.1,483
190,0.0,5leaderP,AT4G36990.1,483
191,0.0,5leaderP,AT4G36990.1,483
192,0.0,5leaderP,AT4G36990.1,483
193,0.0,5leaderP,AT4G36990.1,483
194,0.0,5leaderP,AT4G36990.1,483
195,0.0,5leaderP,AT4G36990.1,483
196,0.0,5leaderP,AT4G36990.1,483
197,0.0,5leaderP,AT4G36990.1,483
198,0.0,5leaderP,AT4G36990.1,483
199,0.0,5leaderP,AT4G36990.1,483
200,0.0,5leaderP,AT4G36990.1,483
201,0.0,5leaderP,AT4G36990.1,483
202,0.0,5leaderP,AT4G36990.1,483
203,0.0,5leaderP,AT4G36990.1,483
204,0.0,5leaderP,AT4G36990.1,483
205,0.0,5leaderP,AT4G36990.1,483
206,0.0,5leaderP,AT4G36990.1,483
207,0.0,5leaderP,AT4G36990.1,483
208,0.0,5leaderP,AT4G36990.1,483
209,0.0,5leaderP,AT4G36990.1,483
210,0.0,5leaderP,AT4G36990.1,483
211,0.0,5leaderP,AT4G36990.1,483
212,0.0,5leaderP,AT4G36990.1,483
213,0.0,5leaderP,AT4G36990.1,483
214,0.0,5leaderP,AT4G36990.1,483
215,0.0,5leaderP,AT4G36990.1,483
216,0.0,5leaderP,AT4G36990.1,483
217,0.0,5leaderP,AT4G36990.1,483
218,0.0,5leaderP,AT4G36990.1,483
219,0.0,5leaderP,AT4G36990.1,483
220,0.0,5leaderP,AT4G36990.1,483
221,0.0,5leaderP,AT4G36990.1,483
222,0.0,5leaderP,AT4G36990.1,483
223,0.0,5leaderP,AT4G36990.1,483
224,0.0,5leaderP,AT4G36990.1,483
225,0.0,5leaderP,AT4G36990.1,483
226,0.0,5leaderP,AT4G36990.1,483
227,0.0,5leaderP,AT4G36990.1,483
228,0.0,5leaderP,AT4G36990.1,483
229,0.0,5leaderP,AT4G36990.1,483
230,0.0,5leaderP,AT4G36990.1,483
231,0.0,5leaderP,AT4G36990.1,483
232,0.0,5leaderP,AT4G36990.1,483
233,0.0,5leaderP,AT4G36990.1,483
234,0.0,5leaderP,AT4G36990.1,483
235,0.0,5leaderP,AT4G36990.1,483
236,0.0,5leaderP,AT4G36990.1,483
237,0.0,5leaderP,AT4G36990.1,483
238,0.0,5leaderP,AT4G36990.1,483
239,0.0,5leaderP,AT4G36990.1,483
240,0.0,5leaderP,AT4G36990.1,483
241,0.0,5leaderP,AT4G36990.1,483
242,0.0,5leaderP,AT4G36990.1,483
243,0.0,5leaderP,AT4G36990.1,483
244,0.0,5leaderP,AT4G36990.1,483
245,0.0,5leaderP,AT4G36990.1,483
246,0.0,5leaderP,AT4G36990.1,483
247,0.0,5leaderP,AT4G36990.1,483
248,0.0,5leaderP,AT4G36990.1,483
249,0.0,5leaderP,AT4G36990.1,483
250,0.0,5leaderP,AT4G36990.1,483
251,0.0,5leaderP,AT4G36990.1,483
252,0.0,5leaderP,AT4G36990.1,483
253,0.0,5leaderP,AT4G36990.1,483
254,0.0,5leaderP,AT4G36990.1,483
255,0.0,5leaderP,AT4G36990.1,483
256,0.0,5leaderP,AT4G36990.1,483
257,0.0,5leaderP,AT4G36990.1,483
258,0.0,5leaderP,AT4G36990.1,483
259,0.0,5leaderP,AT4G36990.1,483
260,0.0,5leaderP,AT4G36990.1,483
261,0.0,5leaderP,AT4G36990.1,483
262,0.0,5leaderP,AT4G36990.1,483
263,0.0,5leaderP,AT4G36990.1,483
264,0.0,5leaderP,AT4G36990.1,483
265,0.0,5leaderP,AT4G36990.1,483
266,0.0,5leaderP,AT4G36990.1,483
267,0.0,5leaderP,AT4G36990.1,483
268,0.0,5leaderP,AT4G36990.1,483
269,0.0,5leaderP,AT4G36990.1,483
270,0.0,5leaderP,AT4G36990.1,483
271,0.0,5leaderP,AT4G36990.1,483
272,0.0,5leaderP,AT4G36990.1,483
273,0.0,5leaderP,AT4G36990.1,483
274,0.0,5leaderP,AT4G36990.1,483
275,0.0,5leaderP,AT4G36990.1,483
276,0.0,5leaderP,AT4G36990.1,483
277,0.0,5leaderP,AT4G36990.1,483
278,0.0,5leaderP,AT4G36990.1,483
279,0.0,5leaderP,AT4G36990.1,483
280,0.0,5leaderP,AT4G36990.1,483
281,0.0,5leaderP,AT4G36990.1,483
282,0.0,5leaderP,AT4G36990.1,483
283,0.0,5leaderP,AT4G36990.1,483
284,0.0,5leaderP,AT4G36990.1,483
285,0.0,5leaderP,AT4G36990.1,483
286,0.0,5leaderP,AT4G36990.1,483
287,0.0,5leaderP,AT4G36990.1,483
288,0.0,5leaderP,AT4G36990.1,483
289,0.0,5leaderP,AT4G36990.1,483
290,0.0,5leaderP,AT4G36990.1,483
291,0.0,5leaderP,AT4G36990.1,483
292,0.0,5leaderP,AT4G36990.1,483
293,0.0,5leaderP,AT4G36990.1,483
294,0.0,5leaderP,AT4G36990.1,483
295,0.0,5leaderP,AT4G36990.1,483
296,0.0,5leaderP,AT4G36990.1,483
297,0.0,5leaderP,AT4G36990.1,483
298,0.0,5leaderP,AT4G36990.1,483
299,0.0,5leaderP,AT4G36990.1,483
300,0.0,5leaderP,AT4G36990.1,483
301,0.0,5leaderP,AT4G36990.1,483
302,0.0,5leaderP,AT4G36990.1,483
303,0.0,5leaderP,AT4G36990.1,483
304,0.0,5leaderP,AT4G36990.1,483
305,0.0,5leaderP,AT4G36990.1,483
306,0.0,5leaderP,AT4G36990.1,483
307,0.0,5leaderP,AT4G36990.1,483
308,0.0,5leaderP,AT4G36990.1,483
309,0.0,5leaderP,AT4G36990.1,483
310,0.0,5leaderP,AT4G36990.1,483
311,0.0,5leaderP,AT4G36990.1,483
312,0.0,5leaderP,AT4G36990.1,483
313,0.0,5leaderP,AT4G36990.1,483
314,0.0,5leaderP,AT4G36990.1,483
315,0.0,5leaderP,AT4G36990.1,483
316,0.0,5leaderP,AT4G36990.1,483
317,0.0,5leaderP,AT4G36990.1,483
318,0.0,5leaderP,AT4G36990.1,483
319,0.0,5leaderP,AT4G36990.1,483
320,0.0,5leaderP,AT4G36990.1,483
321,0.0,5leaderP,AT4G36990.1,483
322,0.0,5leaderP,AT4G36990.1,483
323,0.0,5leaderP,AT4G36990.1,483
324,0.0,5leaderP,AT4G36990.1,483
325,0.0,5leaderP,AT4G36990.1,483
326,0.0,5leaderP,AT4G36990.1,483
327,0.0,5leaderP,AT4G36990.1,483
328,0.0,5leaderP,AT4G36990.1,483
329,0.0,5leaderP,AT4G36990.1,483
330,0.0,5leaderP,AT4G36990.1,483
331,0.0,5leaderP,AT4G36990.1,483
332,0.0,5leaderP,AT4G36990.1,483
333,0.0,5leaderP,AT4G36990.1,483
334,0.0,5leaderP,AT4G36990.1,483
335,0.0,5leaderP,AT4G36990.1,483
336,0.0,5leaderP,AT4G36990.1,483
337,0.0,5leaderP,AT4G36990.1,483
338,0.0,5leaderP,AT4G36990.1,483
339,0.0,5leaderP,AT4G36990.1,483
340,0.0,5leaderP,AT4G36990.1,483
341,0.0,5leaderP,AT4G36990.1,483
342,0.0,5leaderP,AT4G36990.1,483
343,0.0,5leaderP,AT4G36990.1,483
344,0.0,5leaderP,AT4G36990.1,483
345,0.0,5leaderP,AT4G36990.1,483
346,0.0,5leaderP,AT4G36990.1,483
347,0.0,5leaderP,AT4G36990.1,483
348,0.0,5leaderP,AT4G36990.1,483
349,0.0,5leaderP,AT4G36990.1,483
350,0.0,5leaderP,AT4G36990.1,483
351,0.0,5leaderP,AT4G36990.1,483
352,0.0,5leaderP,AT4G36990.1,483
353,0.0,5leaderP,AT4G36990.1,483
354,0.0,5leaderP,AT4G36990.1,483
355,0.0,5leaderP,AT4G36990.1,483
356,0.0,5leaderP,AT4G36990.1,483
357,0.0,5leaderP,AT4G36990.1,483
358,0.0,5leaderP,AT4G36990.1,483
359,0.0,5leaderP,AT4G36990.1,483
360,0.0,5leaderP,AT4G36990.1,483
361,0.0,5leaderP,AT4G36990.1,483
362,0.0,5leaderP,AT4G36990.1,483
363,0.0,5leaderP,AT4G36990.1,483
364,0.0,5leaderP,AT4G36990.1,483
365,0.0,5leaderP,AT4G36990.1,483
366,0.0,5leaderP,AT4G36990.1,483
367,0.0,5leaderP,AT4G36990.1,483
368,0.0,5leaderP,AT4G36990.1,483
369,0.0,5leaderP,AT4G36990.1,483
370,0.0,5leaderP,AT4G36990.1,483
371,0.0,5leaderP,AT4G36990.1,483
372,0.0,5leaderP,AT4G36990.1,483
373,0.0,5leaderP,AT4G36990.1,483
374,0.0,5leaderP,AT4G36990.1,483
375,0.0,5leaderP,AT4G36990.1,483
376,0.0,5leaderP,AT4G36990.1,483
377,0.0,5leaderP,AT4G36990.1,483
378,0.0,5leaderP,AT4G36990.1,483
379,0.0,5leaderP,AT4G36990.1,483
380,0.0,5leaderP,AT4G36990.1,483
381,0.0,5leaderP,AT4G36990.1,483
382,0.0,5leaderP,AT4G36990.1,483
383,0.0,5leaderP,AT4G36990.1,483
384,0.0,5leaderP,AT4G36990.1,483
385,0.0,5leaderP,AT4G36990.1,483
386,0.0,5leaderP,AT4G36990.1,483
387,0.0,5leaderP,AT4G36990.1,483
388,0.0,5leaderP,AT4G36990.1,483
389,0.0,5leaderP,AT4G36990.1,483
390,0.0,5leaderP,AT4G36990.1,483
391,0.0,5leaderP,AT4G36990.1,483
392,0.0,5leaderP,AT4G36990.1,483
393,0.0,5leaderP,AT4G36990.1,483
394,0.0,5leaderP,AT4G36990.1,483
395,0.0,5leaderP,AT4G36990.1,483
396,0.0,5leaderP,AT4G36990.1,483
397,0.0,5leaderP,AT4G36990.1,483
398,0.0,5leaderP,AT4G36990.1,483
399,0.0,5leaderP,AT4G36990.1,483
400,0.0,5leaderP,AT4G36990.1,483
401,0.0,5leaderP,AT4G36990.1,483
402,0.0,5leaderP,AT4G36990.1,483
403,0.0,5leaderP,AT4G36990.1,483
404,0.0,5leaderP,AT4G36990.1,483
405,0.0,5leaderP,AT4G36990.1,483
406,0.0,5leaderP,AT4G36990.1,483
407,0.0,5leaderP,AT4G36990.1,483
408,0.0,5leaderP,AT4G36990.1,483
409,0.0,5leaderP,AT4G36990.1,483
410,0.0,5leaderP,AT4G36990.1,483
411,0.0,5leaderP,AT4G36990.1,483
412,0.0,5leaderP,AT4G36990.1,483
413,0.0,5leaderP,AT4G36990.1,483
414,0.0,5leaderP,AT4G36990.1,483
415,0.0,5leaderP,AT4G36990.1,483
416,0.0,5leaderP,AT4G36990.1,483
417,0.0,5leaderP,AT4G36990.1,483
418,0.0,5leaderP,AT4G36990.1,483
419,0.0,5leaderP,AT4G36990.1,483
420,0.0,5leaderP,AT4G36990.1,483
421,0.0,5leaderP,AT4G36990.1,483
422,0.0,5leaderP,AT4G36990.1,483
423,0.0,5leaderP,AT4G36990.1,483
424,0.0,5leaderP,AT4G36990.1,483
425,0.0,5leaderP,AT4G36990.1,483
426,0.0,5leaderP,AT4G36990.1,483
427,0.0,5leaderP,AT4G36990.1,483
428,0.0,5leaderP,AT4G36990.1,483
429,0.0,5leaderP,AT4G36990.1,483
430,0.0,5leaderP,AT4G36990.1,483
431,0.0,5leaderP,AT4G36990.1,483
432,0.0,5leaderP,AT4G36990.1,483
433,0.0,5leaderP,AT4G36990.1,483
434,0.0,5leaderP,AT4G36990.1,483
435,0.0,5leaderP,AT4G36990.1,483
436,0.0,5leaderP,AT4G36990.1,483
437,0.0,5leaderP,AT4G36990.1,483
438,0.0,5leaderP,AT4G36990.1,483
439,0.0,5leaderP,AT4G36990.1,483
440,0.0,5leaderP,AT4G36990.1,483
441,0.0,5leaderP,AT4G36990.1,483
442,0.0,5leaderP,AT4G36990.1,483
443,0.0,5leaderP,AT4G36990.1,483
444,0.0,5leaderP,AT4G36990.1,483
445,0.0,5leaderP,AT4G36990.1,483
446,0.0,5leaderP,AT4G36990.1,483
447,0.0,5leaderP,AT4G36990.1,483
448,0.0,5leaderP,AT4G36990.1,483
449,0.0,5leaderP,AT4G36990.1,483
450,0.0,5leaderP,AT4G36990.1,483
451,0.0,5leaderP,AT4G36990.1,483
452,0.0,5leaderP,AT4G36990.1,483
453,0.0,5leaderP,AT4G36990.1,483
454,0.0,5leaderP,AT4G36990.1,483
455,0.0,5leaderP,AT4G36990.1,483
456,0.0,5leaderP,AT4G36990.1,483
457,0.0,5leaderP,AT4G36990.1,483
458,0.0,5leaderP,AT4G36990.1,483
459,0.0,5leaderP,AT4G36990.1,483
460,0.0,5leaderP,AT4G36990.1,483
461,0.0,5leaderP,AT4G36990.1,483
462,0.0,5leaderP,AT4G36990.1,483
463,0.0,5leaderP,AT4G36990.1,483
464,0.0,5leaderP,AT4G36990.1,483
465,0.0,5leaderP,AT4G36990.1,483
466,0.0,5leaderP,AT4G36990.1,483
467,0.0,5leaderP,AT4G36990.1,483
468,0.0,5leaderP,AT4G36990.1,483
469,0.0,5leaderP,AT4G36990.1,483
470,0.0,5leaderP,AT4G36990.1,483
471,0.0,5leaderP,AT4G36990.1,483
472,0.0,5leaderP,AT4G36990.1,483
473,0.0,5leaderP,AT4G36990.1,483
474,0.0,5leaderP,AT4G36990.1,483
475,0.0,5leaderP,AT4G36990.1,483
476,0.0,5leaderP,AT4G36990.1,483
477,0.0,5leaderP,AT4G36990.1,483
478,0.0,5leaderP,AT4G36990.1,483
479,0.0,5leaderP,AT4G36990.1,483
480,0.0,5leaderP,AT4G36990.1,483
481,0.0,5leaderP,AT4G36990.1,483
482,0.0,5leaderP,AT4G36990.1,483
483,0.0,5leaderP,AT4G36990.1,483
